ID,Kingdom,PhylumDivision,Class,Order,Family,Genus,Species,CommonName,Nonindigenous,EarlyLifeMinerology,AdultMinerology,PugetSoundReference,EarlyLifeMineralReference,AdultMineralReference,SpeciesTaxonomyReference
113,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,californicum,Sea Pork,,No mineralization,No mineralization,Emerald Diving,Lowenstam 1989,Lowenstem and Weiner 1989,ITIS
114,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Apodichthys,flavidus,Penpoint gunnel,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
115,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Apodichthys,fucorum,Rockweed gunnel,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
116,Animalia,Annelida,Errantia,Eunicida,Oenonidae,Arabella,iricolor,,,No mineralization,No mineralization,Lie 1965,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
117,Chromista,Bacillariophyta,Coscinodiscophyceae,Stictodiscales,Stictodiscaceae,Arachnoidiscus,ehrengergii,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
118,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Archaeomysis,grebnitzkii,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Keister, Yoder (unpublished); PSMEP_Benthic_Inverts(Czerniavsky 1882)",Wilt et al 2003,"Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
119,Animalia,Annelida,Errantia,Phyllodocida,Polynoidae,Arctonoe,vittata,Scale worm,,No mineralization,No mineralization,Race Rocks; PSMEP_Benthic_Inverts((Grube 1855)),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
120,Animalia,Annelida,Errantia,Phyllodocida,Polynoidae,Arctonoe,pulchra,Red-banded Scale Worm,,No mineralization,No mineralization,Race Rocks; PSMEP_Benthic_Inverts((Johnson 1897)),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
121,Animalia,Annelida,Errantia,Phyllodocida,Polynoidae,Arctonoe,fragilis,"Commenal scaleworm, Ruffled Scaleworm, Fragile Scaleworm, Frilled Commenal Scaleworm",,No mineralization,No mineralization,WSU Beachwatchers,Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
122,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great blue heron,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
123,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,melanocephala,Black Turnstone,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
124,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy Turnstone,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
125,Animalia,Annelida,Sedentaria,Echiurida,Echiuridae,Arhynchite,pugettensis,Spoon worm,,No mineralization,No mineralization,"Mickelson, personal communication; PSMEP_Benthic_Inverts(Fisher 1949)",Assumed no mineralization as none in adult,UC Museum of Paleontology,ITIS
126,Animalia,Annelida,Sedentaria,Scolecida,Paraonidae,Acmira,lopezi,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Berkeley & Berkeley 1956),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
127,Animalia,Annelida,Sedentaria,Scolecida,Paraonidae,Aricidea,ramosa,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts(Annenkova 1934),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
128,Animalia,Annelida,Sedentaria,Scolecida,Opheliidae,Armandia,brevis,,,No mineralization,No mineralization,Lie 1965; PSMEP_Benthic_Inverts((Moore 1906)),Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
129,Animalia,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,californica,California arminid,,"Amorphous, Aragonite",No mineralization,Palsson; PSMEP_Benthic_Inverts((J. G. Cooper 1863)); WDFW Subtidal Survey,"Eyster 1986, Hasse et al 2000",California Academy of Sciences,ITIS
130,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Artacama,coniferi,,,Non-CaCO3 mineral,Non-CaCO3 mineral,Lie 1965; PSMEP_Benthic_Inverts(Moore 1905),Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
131,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,corallinus,Coralline sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
132,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,fenestralis,Padded sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
133,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,harringtoni,Scalyhead sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
134,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,lateralis,Smoothhead sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
135,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,notospilotus,Bonehead sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
136,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Ascelichthys,rhodorus,Rosylip sculpin,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
137,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Arthrocardia,silvae,,,No mineralization,High Mg Calcite,Scagel et al 1989,Borowitzka and Vesk 1978; guess,"Guinotte and Fabry 2008, Jokiel et al. 2008",AlgaeBase
138,Animalia,Annelida,Sedentaria,Canalipalpata,Ampharetidae,Asabellides,lineata,,,No mineralization,No mineralization,"Mickelson, personal communication; PSMEP_Benthic_Inverts((Berkeley & Berkeley 1943))",Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
139,Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,callosa,,,No mineralization,No mineralization,Smith 1976,Lowenstam 1989,"Lowenstem and Weiner 1989, Lambert et al 1990",ITIS
140,Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,paratropa,Glassy Sea Squirt,,No mineralization,No mineralization,"Emerald Diving, Palsson; PSMEP_Benthic_Inverts((Hunstman 1912))",Lowenstam 1989,"Lowenstem and Weiner 1989, Lambert et al 1990",ITIS
141,Chromista,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Asterionella,formosa,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstem and Weiner 1989,AlgaeBase
142,Chromista,Bacillariophyta,Bacillariophyceae,Rhaphoneidales,Rhaphoneidaceae,Asterionellopsis,glacialis,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Rita Horner, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstem and Weiner 1989,AlgaeBase
143,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Asterocolax,gardneri,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
144,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Asteromonadaceae,Asteromonas,gracilis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,"Becker et al 1994, Okuda 2002",AlgaeBase
145,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,amphiroae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
146,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,arcuata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
147,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,bonnemaisoniae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
148,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,coccinea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
149,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,daviesii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
150,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,densa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
151,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,desmarestiae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
152,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,erythrophylla,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
153,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,hirusuta,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
154,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,macounii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
155,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,membranacea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
156,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,microscopica,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
157,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,pacifica,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
158,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,plumosa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
159,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,plumosa var. variabilis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
160,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,porphyrae,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
161,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,proskaueri,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
162,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,purpurea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
163,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,rhizoidea,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
164,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,simplex,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
165,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,sparsa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
166,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,spetsbergensis,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
167,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,subimmersa,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
168,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,Audouinella,thuretii,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
169,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,granulata,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,Reference missing,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
170,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,flavidus,Tubesnout,,Vertebrate,Vertebrate,"Chris Harvey, personal communication; WDFW Subtidal Survey",Vertebrate,Vertebrate,ITIS
171,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,Moon Jellyfish,,Non-CaCO3 mineral,Non-CaCO3 mineral,Walla Walla University,Assumed no CaCO3 structures as none in adult,"Becker 2005, Spangenberg 1984",ITIS
172,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Keister, Yoder (unpublished)",Assumed no CaCO3 structures as none in adult,"Becker 2005, Spangenberg 1984",ITIS
173,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,Axinopsida,serricata,Lenticular axinopsid,,"Amorphous, Aragonite",Aragonite,Partridge et al 2005; PSMEP_Benthic_Inverts((Carpenter 1864)),"Lee et al 2006, Weiss et al 2002",Taylor et al 1969,ITIS
174,Animalia,Annelida,Sedentaria,Scolecida,Maldanidae,Axiothella,rubrocincta,,,No mineralization,No mineralization,"Mickelson, personal communication; PSMEP_Benthic_Inverts((Johnson 1901))",Assumed no mineralization as none in adult,"Lowenstam and Weiner 1989, Vinn et al 2008",ITIS
175,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser Scaup,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
176,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater Scaup,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
177,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,,Vertebrate,Vertebrate,Gaydos and Pearson 2011,Vertebrate,Vertebrate,ITIS
178,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,paxillifer,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,Reference missing,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
179,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Minke whale,,Vertebrate,Vertebrate,Harvey et al 2010,Vertebrate,Vertebrate,ITIS
180,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,elegans,Orange cup coral,,No mineralization,Aragonite,King County website,"Albright et al 2008, Sorauf 1981",Brahmi et al 2010,ITIS
181,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,crenatus,,,High Mg Calcite,High Mg Calcite,"Mickelson, personal communication; PSMEP_Benthic_Inverts(BruguiΦre 1789)",Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
182,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,nubilis,Giant barnacle,,High Mg Calcite,High Mg Calcite,Palsson; WDFW Subtidal Survey,Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
183,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,glandula,Common Acorn Barnacles,,High Mg Calcite,High Mg Calcite,Emerald Diving; PSMEP_Benthic_Inverts(Darwin 1854),Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
184,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,rostratus,,,High Mg Calcite,High Mg Calcite,WSU Beachwatchers,Wilt et al 2003,"Nichols 2009, Lowenstam and Weiner 1989",ITIS
185,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Eulimidae,Balcis,_intentionally left blank,,,"Amorphous, Aragonite",Aragonite,"Mickelson, personal communication","Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
186,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Bangia,fuscopurpurea,,,No mineralization,No mineralization,Race Rocks,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
187,Animalia,Kamptozoa,Entoprocta,Solitaria,Barentsiidae,Barentsia,benedeni,,Non-indigenous,No mineralization,No mineralization,C. Mills; PSMEP_Benthic_Inverts((Foettinger 1886)),Assumed no mineralization as none in adult,"Evans and Todd 1997, Todd and Taylor 1992",ITIS
188,Animalia,Kamptozoa,Entoprocta,Solitaria,Barentsiidae,Barentsia,conferta,Nodding Heads,,No mineralization,No mineralization,Walla Walla University,Assumed no mineralization as none in adult,"Evans and Todd 1997, Todd and Taylor 1992",ITIS
189,Animalia,Nemertea,Anopla,Heteronemertea,Baseodiscidae,Baseodiscus,princeps,,,No mineralization,Non-CaCO3 mineral,"WSU Beachwatchers; PSMEP_Benthic_Inverts((Coe, 1901))",Assumed no CaCO3 structures as none in adult,"Stricker et al 1985, Lowenstem and Weiner 1989",ITIS
190,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Bathyagonus,pentacanthus,Bigeye poacher,,Vertebrate,Vertebrate,"Chris Harvey, personal communication",Vertebrate,Vertebrate,ITIS
191,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedoná,pumilus,,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","Mickelson, personal communication",Wilt et al 2003,"Roer Dillaman 1984, Dillaman 2005, Bosselman, Raz 2002; even if no ACC in shell, likely ACC precursor",ITIS
192,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Batillariidae,Batillaria,attramentaria,"Asian Mud Snail, Japanese False Cerith",Non-indigenous,"Amorphous, Aragonite",Aragonite,"WSU Beachwatchers, C. Mills","Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
193,Animalia,Mollusca,Gastropoda,Notaspidea,Pleurobranchidae,Berthella,californica,California Sidegill Slug,,"Amorphous, Aragonite",Aragonite,Emerald Diving; PSMEP_Benthic_Inverts((Dall 1900)),"Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
194,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Besa,stipitata,,,No mineralization,No mineralization,Scagel et al 1989,Assumed no mineralization as none in adult,Bassi et al 2007,AlgaeBase
195,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,harrimani,Northern Hooded Shrimp,,"High Mg Calcite, Amorphous","High Mg Calcite, Amorphous",WSU Beachwatchers,"Spicer and Eriksson 2003, McLaughlin Lemaitre2000","Roer and Dillaman 1984, Dillaman 2005, Bosselman; even if no ACC in shell, likely ACC precursor",ITIS
196,Animalia,Annelida,Sedentaria,Canalipalpata,Terebellidae,Betapista,dekkerae,,,Non-CaCO3 mineral,Non-CaCO3 mineral,"Mickelson, personal communication",Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,ITIS
197,Chromista,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,_intentionally left blank,Diatom,,Non-CaCO3 mineral,Non-CaCO3 mineral,Race Rocks,Assumed no CaCO3 structures as none in adult,Lowenstam and Weiner 1989,AlgaeBase
198,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cerithiidae,Bittium,attenuatum,"Slender cerith, Slender bittium",,"Amorphous, Aragonite",Aragonite,"Laetz et al 1998, Harbo's shells + shellfish of PNW","Eyster 1986, Hasse et al 2000",Bandel in Carter 1990,ITIS
